module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00895	bin1003166	R_mucilaginosa_i6P6Tongue	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.5555555555555556	False	0.6111111111111112	False	1.0	K03153	1	K00788,K00941,K00946,K03149,K03153,K03154	1510,1392,622,1507,1509,1508	K03154 is present in multiple modules: M00127/M00895,K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K03149 is present in multiple modules: M00127/M00895,K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896	0	0	1,0,1,1,0,0,1,1,1
M00896	bin1003166	R_mucilaginosa_i6P6Tongue	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.5	False	0.6	False	NA	No enzymes unique to module	NA	K00788,K00941,K00946	1510,1392,622	K00946 is present in multiple modules: M00127/M00895/M00896,K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00788 is present in multiple modules: M00127/M00895/M00896/M00899	0	0	0,0,1,1
M00899	bin1003166	R_mucilaginosa_i6P6Tongue	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	0.5	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00788,K00941	1510,1392	K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00788 is present in multiple modules: M00127/M00895/M00896/M00899	0	0	0,1
M00125	bin1003166	R_mucilaginosa_i6P6Tongue	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	1.0	True	1.0	True	1.0	K11752,K11753,K21064	1,1,2	K00793,K00794,K01497,K02858,K11752,K11753,K21064,K21064	957,959,958,957,956,1755,221,416	K00793 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911	1	1	1,1,2,1,1,1,1
M00911	bin1003166	R_mucilaginosa_i6P6Tongue	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K00793,K00794,K01497,K02858	957,959,958,957	K01497 is present in multiple modules: M00125/M00911,'--' steps are assumed incomplete,K00794 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911,K00793 is present in multiple modules: M00125/M00911	0	0	1,0,0,0,1,1,1,0,0
M00916	bin1003166	R_mucilaginosa_i6P6Tongue	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K06215+K08681"	1.0	True	1.0	True	1.0	K06215,K08681	1,1	K06215,K08681	1785,1784	None	1	1	1
M00115	bin1003166	R_mucilaginosa_i6P6Tongue	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00969,K01916	857,636	K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912	0	0	0,0,0,1,1
M00912	bin1003166	R_mucilaginosa_i6P6Tongue	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00969,K01916	857,636	K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912	0	0	0,0,0,0,0,0,1,1
M00119	bin1003166	R_mucilaginosa_i6P6Tongue	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.6	False	0.6	False	NA	No enzymes unique to module	NA	K00606,K00826,K01918	64,1101,1450	K00606 is present in multiple modules: M00119/M00913/M00914,K01918 is present in multiple modules: M00119/M00913,K00826 is present in multiple modules: M00019/M00570/M00036/M00119	0	0	1,1,0,0,1
M00913	bin1003166	R_mucilaginosa_i6P6Tongue	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K13367 K00128 K01918"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00606,K01918	64,1450	K00606 is present in multiple modules: M00119/M00913/M00914,K01918 is present in multiple modules: M00119/M00913	0	0	1,0,0,0,1
M00120	bin1003166	R_mucilaginosa_i6P6Tongue	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	1.0	True	1.0	True	1.0	K00859,K00867,K00954	1,1,1	K00859,K00867,K00954,K13038	1380,257,618,350	K13038 is present in multiple modules: M00120/M00914	1	1	1,1,1
M00914	bin1003166	R_mucilaginosa_i6P6Tongue	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K00606,K13038	64,350	K00606 is present in multiple modules: M00119/M00913/M00914,K13038 is present in multiple modules: M00120/M00914	0	0	1,0,0,0,1,0,0
M00572	bin1003166	R_mucilaginosa_i6P6Tongue	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00059,K09458	1703,954	K09458 is present in multiple modules: M00083/M00873/M00874/M00572,K00059 is present in multiple modules: M00083/M00874/M00572	0	0	0,1,1,0,0,0
M00881	bin1003166	R_mucilaginosa_i6P6Tongue	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03801 K03644"	1.0	True	1.0	True	1.0	K03801	1	K03644,K03801	779,778	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	1	1	1,1
M00882	bin1003166	R_mucilaginosa_i6P6Tongue	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K23735 K03644"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03644	779	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	0	0	0,1
M00883	bin1003166	R_mucilaginosa_i6P6Tongue	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K23735,K23734) K03644 (K10105,K16869)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K16869	1	K03644,K16869	779,1125	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	0	0	0,1,1
M00884	bin1003166	R_mucilaginosa_i6P6Tongue	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K23750 K03644"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03644	779	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	0	0	0,1
M00126	bin1003166	R_mucilaginosa_i6P6Tongue	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.8	True	0.8571428571428571	True	1.0	K00796,K00950,K22391	1,1,1	K00287,K00796,K00950,K01495,K01633,K11754,K22391	1335,1457,1455,1040,1456,847,709	K11754 is present in multiple modules: M00126/M00841,K01633 is present in multiple modules: M00126/M00840,K00287 is present in multiple modules: M00126/M00840,K01495 is present in multiple modules: M00126/M00841/M00842/M00843	1	0	2,0,1,1,1
M00840	bin1003166	R_mucilaginosa_i6P6Tongue	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K00287,K01633	1335,1456	'--' steps are assumed incomplete,K01633 is present in multiple modules: M00126/M00840,K00287 is present in multiple modules: M00126/M00840	0	0	0,0,0,1,0,0,1
M00841	bin1003166	R_mucilaginosa_i6P6Tongue	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K22101 K13941 K11754 K13998"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K01495,K11754	1040,847	K11754 is present in multiple modules: M00126/M00841,K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0,1,0
M00842	bin1003166	R_mucilaginosa_i6P6Tongue	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	1040	K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0
M00843	bin1003166	R_mucilaginosa_i6P6Tongue	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	1040	K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0
M00880	bin1003166	R_mucilaginosa_i6P6Tongue	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)"	0.6666666666666666	False	0.8	True	1.0	K03635,K03637,K03639,K03750	1,1,1,2	K03635,K03637,K03639,K03750,K03750	314,316,1581,317,1584	None	1	0	1,1,0
M00140	bin1003166	R_mucilaginosa_i6P6Tongue	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K01491,(K00300 K01500)) K01938"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00600,K01491,K01938	1151,1152,1131	K01938 is present in multiple modules: M00377/M00140/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K00600 is present in multiple modules: M00532/M00346/M00140/M00141	1	1	1,1,1
M00141	bin1003166	R_mucilaginosa_i6P6Tongue	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600	1151	K00600 is present in multiple modules: M00532/M00346/M00140/M00141	0	0	1,0
M00846	bin1003166	R_mucilaginosa_i6P6Tongue	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))"	0.8333333333333334	True	0.9166666666666666	True	NA	No enzymes unique to module	NA	K01698,K01719,K01749,K01845,K02303,K02492	568,567,566,571,843,561	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K02303 is present in multiple modules: M00846/M00924/M00925,K02492 is present in multiple modules: M00846/M00121/M00926	1	0	1,1,1,1,1,0
M00868	bin1003166	R_mucilaginosa_i6P6Tongue	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.75	True	0.75	True	NA	No enzymes unique to module	NA	K00231,K01599,K01698,K01719,K01749,K01772	563,562,568,567,566,565	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	0	0,1,1,1,1,0,1,1
M00121	bin1003166	R_mucilaginosa_i6P6Tongue	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	1.0	True	1.0	True	1.0	K00230,K01885,K02495	1,1,1	K00230,K00231,K01599,K01698,K01719,K01749,K01772,K01845,K01885,K02492,K02495	601,563,562,568,567,566,565,571,1103,561,370	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	1	1,1,1,1,1,1,1,1,2,1
M00926	bin1003166	R_mucilaginosa_i6P6Tongue	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	1.0	True	1.0	True	1.0	K00435	1	K00231,K00435,K01599,K01698,K01719,K01749,K01772,K01845,K02492	563,564,562,568,567,566,565,571,561	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	1	1,1,1,1,1,1,1,1,1
M00924	bin1003166	R_mucilaginosa_i6P6Tongue	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.0	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K02303	843	K02303 is present in multiple modules: M00846/M00924/M00925	0	0	0,0,0,0,0,0,0,0,0,0,0
M00925	bin1003166	R_mucilaginosa_i6P6Tongue	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K02303	843	K02303 is present in multiple modules: M00846/M00924/M00925	0	0	1,0,0,0,0,0,0,0,0,0,0
M00117	bin1003166	R_mucilaginosa_i6P6Tongue	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 (K03184,K06134) K00568"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K03183	990	K03183 is present in multiple modules: M00117/M00116	0	0	0,0,0,0,0,0,1,0,0
M00116	bin1003166	R_mucilaginosa_i6P6Tongue	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183"	0.7777777777777778	True	0.7777777777777778	True	1.0	K02548	1	K01661,K01911,K02548,K02549,K02551,K03183,K19222	976,975,974,983,982,990,969	K03183 is present in multiple modules: M00117/M00116,K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K01911 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932,K19222 is present in multiple modules: M00116/M00932	1	0	0,1,0,1,1,1,1,1,1
M00932	bin1003166	R_mucilaginosa_i6P6Tongue	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095"	0.42857142857142855	False	0.5	False	NA	No enzymes unique to module	NA	K01661,K01911,K02549,K02551,K19222	976,975,983,982,969	K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K01911 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932,K19222 is present in multiple modules: M00116/M00932	0	0	1,1,1,1,0,0,0
M00095	bin1003166	R_mucilaginosa_i6P6Tongue	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01823	1311	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	0,0,0,0,0,0,1
M00849	bin1003166	R_mucilaginosa_i6P6Tongue	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689 K18690 K22813)) K06981 K01823"	0.16666666666666666	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01823	1311	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	0,0,0,0,0,1
